timestamp,latency_ms,fps,in_luma,out_luma,luma_gain,det_count,avg_conf,reset_event
1779941185.6560342,0.0004019966581836343,2487582.8682714934,0.40710296245234207,0.4045284245642702,-0.0025745378880718817,5,0.5062328577041626,0
1779941185.7006004,0.008779999916441739,113895.217484839,0.41162206818491287,0.4054361043028323,-0.006185963882080592,6,0.4810136556625366,0
1779941185.7355666,0.007422000635415316,134734.56135645328,0.4111720409517974,0.4089247685185185,-0.0022472724332788796,6,0.500725269317627,0
1779941185.7700558,0.007255002856254578,137835.92092426188,0.4107642803649238,0.40878000748910676,-0.001984272875817039,6,0.5107165575027466,0
1779941185.8037271,0.007264010491780937,137664.99940101648,0.4110073359204793,0.40711454929193897,-0.0038927866285403123,7,0.4401400089263916,0
1779941185.8373046,0.0057150027714669704,174978.0428791135,0.40997115417347496,0.4082652505446623,-0.0017059036288126772,7,0.44776177406311035,0
1779941185.871217,0.007752998499199748,128982.35438884948,0.4095199014501634,0.4046325912309368,-0.004887310219226615,5,0.4098761975765228,0
1779941185.9040084,0.005714988219551742,174978.4884208275,0.40958890335648146,0.4093703022875817,-0.00021860106889975972,5,0.4425392150878906,0
1779941185.936969,0.0068829976953566074,145285.53462608563,0.40956644029139433,0.40774300449346407,-0.0018234357979302618,5,0.47774162888526917,0
1779941185.9721622,0.005923007847741246,168833.13777498243,0.4088952546296296,0.40533992034313726,-0.003555334286492351,6,0.3867062032222748,0
1779941186.0032349,0.006486006896011531,154178.06610950944,0.4081580797249455,0.4046500544662309,-0.0035080252587145755,6,0.4460603892803192,0
1779941186.0363717,0.006047994247637689,165344.07260565666,0.40799944257216775,0.402109068627451,-0.005890373944716754,7,0.4398921728134155,0
1779941186.0704558,0.007338996510952711,136258.4106025396,0.408243732128268,0.4012543402777778,-0.00698939185049019,6,0.42086440324783325,0
1779941186.104401,0.006517002475447953,153444.77829606226,0.4082574380446623,0.40530543641067535,-0.002952001633986956,6,0.4419328570365906,0
1779941186.1363807,0.00673301110509783,148521.95910427955,0.4076989506740196,0.39898359204793027,-0.008715358626089353,6,0.41583460569381714,0
